date,open,low,high,volume,close,Name,Date,Positve,Negative,Neutral,Total,NeutralPos,NeutralNeg
1/12/2018,49.18,49.06,49.825,15455367,49.51,ORCL,1/12/2018,31.76470588,5.882352941,62.35294118,85,34.66107881,5.882352941
1/16/2018,49.85,49.44,50.06,17073307,49.59,ORCL,1/16/2018,25.97402597,7.792207792,66.23376623,77,32.75122395,7.792207792
1/17/2018,49.91,49.85,50.29,23115174,50.27,ORCL,1/17/2018,28.15533981,6.796116505,65.04854369,103,33.74731525,6.796116505
1/18/2018,50.19,50.1,50.68,15547862,50.23,ORCL,1/18/2018,23.33333333,6.666666667,70,90,33.87676508,6.666666667
1/19/2018,50.5,50.27,50.6,13991663,50.58,ORCL,1/19/2018,22.5,8.75,68.75,80,31.79343175,8.75
1/22/2018,50.43,50.27,50.74,15358596,50.71,ORCL,1/22/2018,27.39726027,6.849315068,65.75342466,73,33.69411668,6.849315068
1/23/2018,50.75,50.57,51.27,13953926,51.12,ORCL,1/23/2018,27.02702703,9.459459459,63.51351351,74,31.08397229,9.459459459
1/24/2018,51.36,51.21,52,17144229,51.45,ORCL,1/24/2018,31.46067416,7.865168539,60.6741573,89,32.67826321,7.865168539
1/25/2018,51.54,51.54,52.045,13866906,51.6,ORCL,1/25/2018,22.61904762,9.523809524,67.85714286,84,31.01962223,9.523809524
1/26/2018,51.86,51.76,52.75,13591486,52.75,ORCL,1/26/2018,27.82608696,3.47826087,68.69565217,115,37.06517088,3.47826087
1/29/2018,52.67,51.88,52.79,11945048,51.94,ORCL,1/29/2018,39.77272727,10.22727273,50,88,39.77272727,19.68384098
1/30/2018,51.74,50.745,51.99,16614771,50.96,ORCL,1/30/2018,28.42105263,11.57894737,60,95,28.96448438,11.57894737
1/31/2018,50.86,50.86,51.845,16628930,51.59,ORCL,1/31/2018,41.09589041,5.479452055,53.42465753,73,41.09589041,11.51136278
2/1/2018,51.36,51.26,51.98,11648956,51.63,ORCL,2/1/2018,26.19047619,10.71428571,63.0952381,84,29.82914604,10.71428571
2/2/2018,51.25,50.04,51.41,17066379,50.13,ORCL,2/2/2018,21.73913043,8.695652174,69.56521739,115,31.84777957,8.695652174
2/5/2018,50.04,48.06,50.7,19401024,48.09,ORCL,2/5/2018,25.75757576,4.545454545,69.6969697,66,35.99797721,4.545454545
2/6/2018,47.33,46.8101,49.51,25762565,49.4,ORCL,2/6/2018,35.55555556,6.666666667,57.77777778,90,35.55555556,8.345457137
2/7/2018,49.2,48.82,49.85,14829532,48.87,ORCL,2/7/2018,20.77922078,15.58441558,63.63636364,77,24.95901617,15.58441558
2/8/2018,49.09,46.81,49.12,20411169,46.84,ORCL,2/8/2018,37.97468354,6.329113924,55.69620253,79,37.97468354,10.08947964
2/9/2018,47.58,45.92,48.1504,23120892,47.73,ORCL,2/9/2018,22,9,69,100,31.54343175,9
2/12/2018,48.22,47.72,48.4868,16202848,48.15,ORCL,2/12/2018,57.72357724,4.06504065,38.21138211,123,57.72357724,25.31022679
2/13/2018,48.01,47.77,48.68,12352626,48.49,ORCL,2/13/2018,33.61344538,16.80672269,49.57983193,119,33.61344538,26.68345901
2/14/2018,48.19,48.14,49.52,14193640,49.45,ORCL,2/14/2018,37.23404255,7.446808511,55.31914894,94,37.23404255,11.58422782
2/15/2018,49.7,49.43,50.685,13812618,50.64,ORCL,2/15/2018,25.80645161,7.52688172,66.66666667,93,33.01655003,7.52688172
2/16/2018,50.55,50.49,51.14,11075219,50.71,ORCL,2/16/2018,24.46808511,6.382978723,69.14893617,94,34.16045303,6.382978723
2/20/2018,50.2,49.655,50.31,14069855,49.89,ORCL,2/20/2018,28.92561983,4.132231405,66.94214876,121,36.41120034,4.132231405
2/21/2018,49.87,49.43,50.34,12412168,49.43,ORCL,2/21/2018,40.24390244,1.219512195,58.53658537,82,40.24390244,2.139495075
2/22/2018,49.59,49.405,50.055,9361372,49.59,ORCL,2/22/2018,31.68316832,5.940594059,62.37623762,101,34.60283769,5.940594059
2/23/2018,49.79,49.62,50.57,8639157,50.5,ORCL,2/23/2018,23.68421053,9.210526316,67.10526316,76,31.33290544,9.210526316
2/26/2018,50.59,50.5,51.26,12510429,51.17,ORCL,2/26/2018,30.58823529,7.058823529,62.35294118,85,33.48460822,7.058823529
2/27/2018,51.07,50.535,51.4,14271722,50.73,ORCL,2/27/2018,25.71428571,7.142857143,67.14285714,70,33.4005746,7.142857143
2/28/2018,51.06,50.67,51.5,14586818,50.67,ORCL,2/28/2018,30.23255814,5.813953488,63.95348837,86,34.72947826,5.813953488
3/1/2018,50.96,49.415,50.96,16539779,49.71,ORCL,3/1/2018,23.68421053,2.631578947,73.68421053,76,37.91185281,2.631578947
3/2/2018,49.33,49.155,50.4,17290989,50.32,ORCL,3/2/2018,28.57142857,8.571428571,62.85714286,70,31.97200318,8.571428571
3/5/2018,49.9,49.85,51.49,18771549,51.29,ORCL,3/5/2018,20,11.42857143,68.57142857,105,29.11486032,11.42857143
3/6/2018,51.56,51.22,51.79,13831556,51.5,ORCL,3/6/2018,39.77272727,2.272727273,57.95454545,88,39.77272727,3.774750073
3/7/2018,51.06,51.03,51.81,11727303,51.72,ORCL,3/7/2018,15.2173913,13.04347826,71.73913043,92,27.49995348,13.04347826
3/8/2018,51.94,51.465,52.16,14106457,52.13,ORCL,3/8/2018,27.63157895,5.263157895,67.10526316,76,35.28027386,5.263157895
3/9/2018,52.35,52.2,53,15761851,52.97,ORCL,3/9/2018,30.58823529,5.882352941,63.52941176,85,34.6610788,5.882352941
