date,open,low,high,volume,close,Name,Date,Positve,Negative,Neutral,Total,NeutralPos,NeutralNeg
12/26/2017,65.4,65.25,66.45,2632175,65.82,TGT,12/26/2017,32.45033113,7.395143488,60.15452539,906,35.99814024,7.395143488
12/27/2017,66,65.065,66.11,3497398,65.14,TGT,12/27/2017,29.90430622,7.416267943,62.67942584,836,35.97701578,7.416267943
12/28/2017,65.23,64.6,65.41,2461995,64.82,TGT,12/28/2017,36.492891,7.345971564,56.16113744,844,36.492891,7.791550409
12/29/2017,65.21,64.89,65.74,4978893,65.25,TGT,12/29/2017,37.67605634,8.215962441,54.10798122,852,37.67605634,10.71469751
1/2/2018,65.95,65.95,68.13,8408098,67.63,TGT,1/2/2018,32.78529981,9.96131528,57.25338491,1034,33.43196844,9.96131528
1/3/2018,68.63,67.1,68.84,6051638,67.17,TGT,1/3/2018,33.16274309,10.54247697,56.29477994,977,33.16274309,10.85441331
1/4/2018,67.23,65.06,67.82,7079014,65.85,TGT,1/4/2018,33.16221766,7.49486653,59.34291581,974,35.89841719,7.49486653
1/5/2018,66.38,65.95,66.74,5485034,66.55,TGT,1/5/2018,39.87206823,10.12793177,50,938,39.87206823,16.73464805
1/8/2018,67.2,66.245,68.32,8322024,67.18,TGT,1/8/2018,32.64887064,9.753593429,57.59753593,974,33.63969029,9.753593429
1/9/2018,69.52,68.5,70.02,18026810,69.14,TGT,1/9/2018,36.11111111,9.182098765,54.70679012,1296,36.11111111,11.08202493
1/10/2018,69.41,69.3,71.76,10922350,70.73,TGT,1/10/2018,36.73076923,10,53.26923077,1040,36.73076923,13.33748551
1/11/2018,70.9,70.5,74.06,12085714,74,TGT,1/11/2018,35.17382413,12.16768916,52.65848671,978,35.17382413,16.11591874
1/12/2018,74.54,74.45,77,14660500,76.8,TGT,1/12/2018,35.03401361,7.823129252,57.14285714,882,35.57015447,7.823129252
1/16/2018,76.88,74.64,77.58,10130875,74.96,TGT,1/16/2018,35.25773196,9.072164948,55.67010309,970,35.25773196,10.00877814
1/17/2018,74.99,74.831,77.25,7046430,76.82,TGT,1/17/2018,34.62783172,10.14023732,55.23193096,927,34.62783172,11.51502264
1/18/2018,76.86,76.26,77.91,7552593,77.9,TGT,1/18/2018,31.66506256,8.084696824,60.25024062,1039,35.3085869,8.084696824
1/19/2018,78.17,76.89,78.17,7794516,78.1,TGT,1/19/2018,34.96932515,10.79754601,54.23312883,815,34.96932515,13.17113346
1/22/2018,78.11,77.57,78.64,5335863,78.58,TGT,1/22/2018,31.68421053,11.26315789,57.05263158,950,32.13012583,11.26315789
1/23/2018,78.58,77.84,78.7,5351942,78.12,TGT,1/23/2018,31.87660668,10.96829477,57.15509854,1167,32.42498894,10.96829477
1/24/2018,78.29,76.37,78.29,9697991,76.89,TGT,1/24/2018,34.68516542,10.99252935,54.32230523,937,34.68516542,13.27694041
1/25/2018,77.55,75.76,77.56,6338336,76.3,TGT,1/25/2018,37.43427971,11.46161935,51.10410095,951,37.43427971,16.96423468
1/26/2018,76.62,75.815,77.02,4929854,76.95,TGT,1/26/2018,34.082397,9.737827715,56.17977528,801,34.082397,10.16476872
1/29/2018,76.67,76.38,77.14,3437337,76.8,TGT,1/29/2018,34.21383648,9.433962264,56.35220126,795,34.21383648,9.688477289
1/30/2018,76.39,74.82,76.7,5547361,75.1,TGT,1/30/2018,24.41651706,10.95152603,64.63195691,1114,32.44175769,10.95152603
1/31/2018,75.39,74.595,75.75,8602764,75.22,TGT,1/31/2018,26.84310019,7.088846881,66.06805293,1058,36.30443684,7.088846881
2/1/2018,74.63,74.15,75.65,4647564,74.97,TGT,2/1/2018,33.96017699,8.296460177,57.74336283,904,35.09682354,8.296460177
2/2/2018,74.28,72.72,74.49,6698937,72.95,TGT,2/2/2018,28.53598015,8.933002481,62.53101737,806,34.46028124,8.933002481
2/5/2018,72.45,70.51,74.17,6394997,70.77,TGT,2/5/2018,35.57358053,12.3986095,52.02780997,863,35.57358053,16.97751581
2/6/2018,69.54,68.39,73.06,8010336,72.71,TGT,2/6/2018,32.80254777,12.42038217,54.77707006,942,32.80254777,14.25002839
2/7/2018,72.53,72.34,74.145,6518360,73.25,TGT,2/7/2018,28.89576883,11.24871001,59.85552116,969,32.14457371,11.24871001
2/8/2018,73.51,71.07,73.89,5645472,71.11,TGT,2/8/2018,32.57661748,9.53461975,57.88876277,881,33.85866397,9.53461975
2/9/2018,71.81,68.91,72.97,7687934,72.45,TGT,2/9/2018,27.48091603,8.142493639,64.37659033,786,35.25079008,8.142493639
2/12/2018,73.13,71.53,73.23,4583263,71.88,TGT,2/12/2018,30.93053735,10.22280472,58.84665793,763,33.170479,10.22280472
2/13/2018,71.86,71.675,73.95,4339409,73.88,TGT,2/13/2018,31.26293996,11.5942029,57.14285714,966,31.79908082,11.5942029
2/14/2018,74.29,74.06,76.62,7331469,75.35,TGT,2/14/2018,31.81818182,10.70075758,57.48106061,1056,32.69252615,10.70075758
